id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
21092565,SJNM,,,c8f35b21-bd08-49a4-97a8-4328d4a0e1d9,PreservedSpecimen,6fb7d2f5-2fe1-4850-a742-1e0dc791c845,SJNM-V-0022728,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"O'Kane, Jr., Steve L.",2005,,,,,,"Vasey, G.",,,,,,,,,"Almost certainly mislabeled. Probably from same collection as the collection (Powell's Colorado Exploratoryt Expedition.",,,,,,,,,,,,,,,,,,,,,"United States",Illinois,,,,,39.85281,-89.36703,,320000,,,,,,,,,,,,,,,heil,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,"San Juan College",,6fb7d2f5-2fe1-4850-a742-1e0dc791c845,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21092565
21209617,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,5eb9d7d5-aeaa-4c6e-a934-3c18297271ea,FLD0014369,014477,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"O'Kane, Jr., Steve L.",2005,,,,,,"Heil, Kenneth D.; Porter, J. Mark",5432,1989-06-07,,,,,,,,"Sagebrush Community.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=99f67828-a610-11e3-a341-00ff10703b0e",,,,,,,,,,,,,,"United States",Colorado,Gunnison,,"Ca 19.5 miles east/southeast of Cimarron. Ca .25 mile south/southwest of Red Bridge. Hillside.",,38.3255,-107.2288,WGS84,300,"TRS: T47N R3W sec 17 SE 1/4",,,GeoLocate,,"TRS calculation",2408,,,,,7900ft.,,,rmccauley,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,5eb9d7d5-aeaa-4c6e-a934-3c18297271ea,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21209617
21359292,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,0575ab20-6d2c-4c27-b249-d3f41ced4a78,01977529,246578,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"G. A. Mulligan; C. Crompton",3059,1965-07-05,1965,7,5,186,,"July 5, 1965","Imager: Tara Templeman; Date: 10/3/2017; 2n=8, NN 1965; Pedicels both erect and reflexed.","Very common in opening of steep rocky soil slopes.",,,,,,,,,,,,,,,,,,,,"United States","New Mexico",Taos,,"7 1/2 miles east of Taos, steep, rock soil slopes.",,,,,,,,,,,,2408,,,,,"7900 ft",,,,"2020-04-24 09:51:45",http://creativecommons.org/licenses/by-nc/3.0/,,,268eb818-5e63-4976-b854-4a4ad9949c9b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21359292
21359293,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,2ee8bc01-d11b-4fbc-a0ea-eef1a7c6f8cd,01977537,399168,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"Reed C. Rollins; K. W. Rollins & A. G. Roads.",8339,1983-06-15,1983,6,15,166,,"June 15, 1983","Imager: Tara Templeman; Date: 10/3/2017; Stems decumbent, arising below cluster of lyrately pinnatifid leaves; sepals erect, yellowish; petals unguiculate, bright yellow; siliques becoming modestly inflated.","Steep talus slopes",,,,,,,,,,,,,,,,,,,,"United States","New Mexico",Taos,,"Steep talus slopes near State Route 3, 1 mi. SE of Tres Ritos.",,,,,,,,,,,,,,,,,,,,,"2020-04-24 09:55:57",http://creativecommons.org/licenses/by-nc/3.0/,,,0546cae9-867e-4c21-ae55-230964a46c7e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21359293
21821442,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,7d51796a-387b-45f2-ae68-fee217413583,KHD00070291,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"Melissa Islam; Rebecca Hufft; Jenny Neale; Alex Seglias; Jason Roth",1589,2017-08-23,2017,8,23,235,,8/23/2017,"Physaria bellii Plant Rescue Mission. Area was part of roadcut expansion project, which impacted shale outcropping and a population of Physaria bellii. Tissue sample collected.; frequent","On shale outrcopping",,,,"Permit: FW_ Potential rare plant (Bell's Twinpod) relocation",,,,"Pascopyrum smithii; Rhus trilobata; Amelanchier alnifolia",vegetative,,,,,,,,,,,USA,Colorado,Boulder,,"About 6 miles north of Boulder on west side of US HWY 36. ca. 950' from junction of Neva Rd. Abuts Six-Mile Fold Open Space.",,40.10328,-105.25236,WGS84,,,,,,,,1685,,,,,"5527 ft",,,,"2023-07-16 07:02:03",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",7d51796a-387b-45f2-ae68-fee217413583,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21821442
21821467,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a15d46fe-2d14-4938-a0c1-93069843db36,KHD00070674,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"Melissa Islam; Pam Regensberg; Ruthie Johnson",12-11,2012-05-01,2012,5,1,122,,5/1/2012,"Flora of Colorado; frequent","On steep slope in sparse Juniper-Ephedra shrubland.",,,,,,,,"Ephedra viridis; Juniperus osteosperma","flower and fruit",,,,,,,,,,,USA,Colorado,Mesa,,"Ca. 3.25 miles southwest of De Beque. West of Pyramid Rock, ca. 40' west of V2/10 Rd.",,39.305045,-108.276866,WGS84,,,,,,,,1552,,,,,"5092 ft",,,,"2023-07-16 07:02:03",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",a15d46fe-2d14-4938-a0c1-93069843db36,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21821467
21978348,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15d855-33a6-11e4-8223-36603f1ccdb1,04712,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,"Harmon, W. E.",11/29/10,,"Physaria bellii, Det. W. Jennings, Dec. 2003. GREE.",,,,"Harmon, W. E.",8792,1977-05-16,1977,5,16,136,,5/16/77,;Flower,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Boulder County",,"US Hwy 36 between Boulder and Lyons.",,40.13125,-105.282635,WGS84,1500,,"Ace Spitzer","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,276872cb-842e-493e-a531-7962ba631542,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978348
21978350,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15e678-33a6-11e4-8223-36603f1ccdb1,04714,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Harmon, W. E.",11/29/10,,"Originally labeled: Physaria floribunda Rydb.\\n\\n! Det. W.F. Jennings Nov. 2003, GREE.",,,,"Harmon, W. E., Pease & Golden",7267,1973-05-26,1973,5,26,146,,5/26/73,;Flower,"Roadside in sagebrush-grassland with junipers on the adjacent ridges.",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Garfield County",,"1.4 Mi. NE of Mesa Co. line on US 6.",,39.378961,-108.148128,WGS84,1000,,"Ace Spitzer","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,1630.68,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,34ff9286-724e-44b1-9aa9-aef85e2abd80,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978350
21978351,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15e8b2-33a6-11e4-8223-36603f1ccdb1,04715,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Hartman, R.L.",11/29/10,,"Originally labeled:Physaria floribunda Rydb.\\n\\n! Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Hartman, R.L., Kevin J. Taylor",56515,1997-05-19,1997,5,19,139,,5/19/97,,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Delta County",,"Northern Gunnison Basin, ca. 7-8 air mi. E to ESE of Hotchkiss",,38.766695,-107.605023,WGS84,500,"T14S R91W S32, E1/2","Ben Rogers","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,2097.024,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,b66331b9-abbf-4203-bdae-9522acce2ca4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978351
21978352,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15eae9-33a6-11e4-8223-36603f1ccdb1,04716,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Brasher, J.",11/29/10,,"Originally labeled: Physaria floribunda Rydb.\\n\\n! Det. W.F. Jennings, Nov 2003, GREE.",,,,"Snow, N.",8229,2001-05-18,2001,5,18,138,,5/18/01,;Flower,"Pinyon pine-Juniper slopes.",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Eagle County",,"County Road 51, 0.7 mi N from Exit 140 off of Interstate 70 in Gypsum.",,39.65685272,-106.9542923,Unknown,1000,,Collector,"Collector Generated",Unknown,,,,,,,,1950,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,7609c40a-f5ca-4237-8664-70e4178c8dc0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978352
21978353,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15ed19-33a6-11e4-8223-36603f1ccdb1,04717,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Grey, W",11/29/10,,"Physaria Floribunda Rydberg, Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Grey, W",1257,1981-06-23,1981,6,23,174,,6/23/81,;Fruit,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Delta County",,"Smith Fork Canyon; northern slope, above bridge.",,38.736607,-107.821871,WGS84,2000,,"Ace Spitzer","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,d6a70cef-7be7-4666-936d-09099924e3bc,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978353
21978354,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15f8b4-33a6-11e4-8223-36603f1ccdb1,04718,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Lightsey, V.",11/29/10,,"Originally labeled: Physaria vitulifera Rydb.\\n\\nPhysaria floribunda Rydberg. Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Snow, N., S. Snow",7657,1998-08-06,1998,8,6,218,,8/6/98,"Stems decumbent; flowers yellow. Occasional.;Fruit","Steep gravelly slope.",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Hinsdale County",,"2.8 road miles SE of Lake CIty on CO Hwy 149.",,37.96166611,-107.2869415,Unknown,1000,,Collector,"Collector Generated",Unknown,,,,,,,,2730,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,64ebfe60-870d-4a2f-9d1e-e5c76e571872,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978354
21978355,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15fafd-33a6-11e4-8223-36603f1ccdb1,04719,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Lightsey, V.",11/29/10,,"Originally labeled: Physaria vitulifera Rydb.\\n\\nPhysaria floribunda Rydberg, Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Snow, N., S. Snow",7657,1998-08-06,1998,8,6,218,,8/6/98,"Stems decumbent; flowers yellow. Occasional.;Fruit","Steep gravelly slope.",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Hinsdale County",,"2.8 road miles SE of Lake CIty on CO Hwy 149.",,37.96166611,-107.2869415,Unknown,1000,,Collector,"Collector Generated",Unknown,,,,,,,,2730,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,891af024-2196-4206-ac86-8145237eeb45,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978355
21978356,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15fd37-33a6-11e4-8223-36603f1ccdb1,04720,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,"Harmon, W. E.",11/29/10,,"Origianally labeled: Phsaria acutifolia Rydb.\\n\\nPhysaria floribunda Rydberg, Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Harmon, W. E., Laura Schlueter",10816,1980-06-24,1980,6,24,176,,6/24/80,;Fruit,"Disturbed slope on mostly barren adobe hills.",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Delta County",,,,38.8076,-107.6198,WGS84,500,"T14S R92W S25 SW1/4 Hotchkiss Quad.","Ace Spitzer","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,1755.648,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,ce1ae646-175f-4b73-823d-f4b1dd3a1cff,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978356
21978868,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a1e13be-33a6-11e4-8223-36603f1ccdb1,05232,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,"Schlueter, L.K.",11/29/10,,"! Det. Andrew Salywon, 7 Nov. 2003. GREE.",,,,"Schlueter, L.K.",1022,1980-06-10,1980,6,10,162,,6/10/80,(CRC);Fruit,"Loose, broken shale w/ sparse vegetation. Also meadow E. of hogbacks, clayey soil w/ covering of shale.",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Boulder County",,"E. sloping shale hogbacks on W. side of highway.",,40.0811,-105.2911,WGS84,500,"T1N R71W S1 E1/2 Boulder Quad.","Ace Spitzer","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,1981.2,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,ce5e7612-dc75-48ca-b921-0d25273169e0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978868
21978870,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a1e184b-33a6-11e4-8223-36603f1ccdb1,05234,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,"Lewis, Connie",11/29/10,,"Originally labeled: Physaria osterhoutii Payson\\n\\nP. floribunda Rydb. var. osterhoutii (Payson) Rollins\\n\\nPhysaria floribunda var. osterhoutii (Payson) Rollins, Det. Andrew Salywon, 7 Nov 2003.",,,,"Lewis, Connie",1092,1980-07-05,1980,7,5,187,,7/5/80,(CRC);Fruit,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Grand County",,"Sagebrush flats and slopes 1.1 mi. NW of Kremmling along Hwy. 40. W facing bluffs on E side of road.",,40.0833,-106.5143,WGS84,500,"T15N R81W S6 SW1/4 & S7 NW1/4 Kremmling Quad..","Ace Spitzer","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,2286,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,4997d9ad-7e0a-4cbf-b68a-775d6b890f60,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978870
21978871,GREE,GREE,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a1e1a97-33a6-11e4-8223-36603f1ccdb1,05235,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,"Taylor, Kevin J.",11/29/10,,"! Det. Andrew Salywon. & Nov 2003.",,,,"Taylor, Kevin J.",5241,1998-05-24,1998,5,24,144,,5/24/98,"Northern Gunnison Basin: ca 4 air mi E of Gunnison. SW1/4 S34;","Sagebrush Meadows",,,,,,,,,,,,,,,,,,,,"United States",Colorado,"Gunnison County",,"Northern Gunnison Basin",,38.874807,-107.727323,WGS84,500,"T50N R1E S34","Ben Rogers","Soro; Biogeogmancer Guide to Best Practices in Georeferencing",GEOLocate,,,,,,,,2346.96,,,,"2023-07-16 07:02:03",http://creativecommons.org/licenses/by-nc/3.0/,,,2e184d43-f2e5-4a82-b43c-df065eb5ddc4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978871
22486444,KANU,,,http://grbio.org/cool/iakn-125z,PreservedSpecimen,02e6169b-ba8b-11e3-8cfe-90b11c41863e,324000,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,"Caleb A Morse",,,,,,,"Caleb A Morse",3189,1999-05-26,1999,5,26,146,,1999-5-26,"Common. Petals light yellow.","0.65 mi E jct Hwys 92 and 50 on Hwy 50. Curecanti National Recreation Area, Blue Mesa Reservoir. Rocky windswept N-facing slope between highway and reservoir. Sagebrush-grassland; scattered small shrubs.",,,,,,,,,,,,,,,,"North America",,,,"United States",Colorado,Gunnison,,"Montrose, 2 mi S, 31 mi E",,38.4500008,-107.25,unknown,,,,"<No data>",,,,2300,2320,,,,"2300-2320 m",,,,"2001-02-12 03:54:20",http://creativecommons.org/licenses/by/4.0/,,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,cf9d65e5-24e3-47b9-b60d-a14491910221,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=22486444
22677926,KANU,,,http://grbio.org/cool/iakn-125z,PreservedSpecimen,0cebd2df-ba8b-11e3-8cfe-90b11c41863e,325299,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,"Caleb A Morse",,,,,,,"Caleb A Morse",3232,1999-05-27,1999,5,27,147,,1999-5-27,"Scattered along draw. Petals yellow.","BLM public lands: Unaweep Canyon, 5.45 mi S jct with Hwy 50 on Hwy 141. Weedy, cattle-grazed Chrysothamnus-grassland, on rocky W-facing slope above East Creek. Scattered juniper. Rocky sandstone soil, with massive sandstone boulders.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=d3c4c99e-8593-44ed-b18f-52e217fff367",,,,,,,,,,"North America",,,,"United States",Colorado,Mesa,,"Jct of Hwys 50 & 6 in Grand Junction, 13.5 mi S, 3.8 mi E",,38.9208336,-108.4958344,unknown,,,,Map,,,,1680,,,,,"ca 1680 m",,,,"2001-02-12 03:37:06",http://creativecommons.org/licenses/by/4.0/,,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,09a421b7-cb31-4d64-bc18-0e1e970d1812,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=22677926
22923823,UTEP,Herb,,e7d46432-f08c-413d-8294-704fc99302d3,PreservedSpecimen,http://arctos.database.museum/guid/UTEP:Herb:13982?seid=4148835,UTEP:Herb:13982,"[{""remarks"": null, ""issued_by"": null, ""identifier"": ""766"", ""assigned_by"": ""unknown"", ""assigned_date"": ""2022-04-27"", ""identifier_type"": ""collector number""}]","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,1979-04-27,,"Former nature_of_id: legacy.",,A,,"Collector(s): Sherman Lambert",766,1979-04-27,1979,4,27,117,117,"27 APR 1979",,,,,,,,"herbariumSpecimenDuplicate: http://arctos.database.museum/guid/UTEP:Herb:13954?seid=4148834",,,,wild,,,,"whole organism",,,,,,"United States",Colorado,"La Plata County",,Durango,,,,,,,"Sherman Lambert",,,unverified,,2042,2042,,,,,,,,"2023-07-18 06:22:01",http://creativecommons.org/publicdomain/zero/1.0/,"University of Texas at El Paso","CC BY",c6ab02b9-c69b-4dbd-bca6-c3f12099d6e9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=22923823
22930410,UTEP,Herb,,e7d46432-f08c-413d-8294-704fc99302d3,PreservedSpecimen,http://arctos.database.museum/guid/UTEP:Herb:55123?seid=4147993,UTEP:Herb:55123,"[{""remarks"": null, ""issued_by"": null, ""identifier"": ""2351A"", ""assigned_by"": ""unknown"", ""assigned_date"": ""2022-04-27"", ""identifier_type"": ""collector number""}]","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,1991-06-09,,"Former nature_of_id: legacy.",,A,,"Collector(s): James P. Vanderhorst",2351A,1991-06-09,1991,6,9,160,160,"09 JUN 1991",,,,,,,,,,,,wild,,,,"whole organism",,,,,,"United States",Colorado,"Rio Blanco County",,"Flat Tops/White River Plateau, Oak ridge Stste Wildlife Area, ca. 12 miles SE (by air) of Meeker","T1S, R92W, Sec 21, Flat Tops",,,,,,"James P. Vanderhorst",,,unverified,,2134,2134,,,,,,,,"2023-07-19 13:10:00",http://creativecommons.org/publicdomain/zero/1.0/,"University of Texas at El Paso","CC BY",3df916fc-c145-4393-9230-8096f0ecc10c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=22930410
