id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
7865195,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,d3b1a93e-f20b-4d26-9cf9-618864b0b319,KHD00061426,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda subsp. osterhoutii",,Physaria,floribunda,subsp.,osterhoutii,,,,,,,,"Janet L. Wingate; John F. Gay",10345,2015-06-26,2015,6,26,177,,,,"East facing shale slope.",,,,,"Koeleria macrantha; Mahonia repens; Achillea lanulosa.; Astragalus scopulorum; Anemone multifida.",Flower/fruit,,,,,,,,USA,Colorado,Summit,,"White River National Forest, S of Cataract Creek and Forest Service Rd 1725, near Cataract Lake. Approximately 2 air miles S of Heeney and Green Mountain Reservoir.",,39.83584,-106.31288,WGS84,,,,,,,,2655,,,,,"8710 ft.",,,Jwingate,"2017-04-03 13:56:25",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:d3b1a93e-f20b-4d26-9cf9-618864b0b319,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7865195
13680308,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,245b25ab-1589-4228-8569-47faead8df38,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"Hank Raizen",2/23/2017,,,,,,"Mary Goshorn; Margo Paces",59,2016-06-23,2016,6,23,175,,6/23/2016,,"Steep hill, thistle, Physaria, cryptantha, mountain mahogany, SSE aspect",,,,,,,,,,,,,,"United States",Colorado,Garfield,,"9 miles west of DeBeque.",,39.53218218,-107.9498568,NAD83,,"13S 4380000E 246470N",,,"Conversion Tool Steven Dutch, Natural and Applied Sciences, University of Wisconsin Green Bay",,,,,,,,,,,,"2017-03-28 13:31:36",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:245b25ab-1589-4228-8569-47faead8df38,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13680308
3105769,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,c7ee9e52-a20e-4fcc-8f79-1d977d98bc2e,002993,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Margarette J. Lyon",8531,1996-06-22,1996,6,22,174,,,,"With Atriplex brandegei, Pediomelum megalanthum.",,,,,,,,,,,,,,"United States",Colorado,"Mesa County",,"Pyramid Rock ACEC.",,,,,,"T8S R97W S31",,,,,,,,,,,,,,,"2015-01-10 03:28:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c7ee9e52-a20e-4fcc-8f79-1d977d98bc2e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3105769
3105770,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,6f701041-2337-449b-bf8e-51888f9e84ca,002994,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Margarette J. Lyon",8599,1997-05-18,1997,5,18,138,,,,"Sandy soil above rimrock, Mesa Verde sandstone.",,,,,,,,,,,,,,"United States",Colorado,"Mesa County",,"West Monument.",,,,,,"T10S R97W S5",,,,,,,,,,,,,,,"2015-01-10 03:28:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6f701041-2337-449b-bf8e-51888f9e84ca,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3105770
3232952,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,1f2f1191-635c-4185-a719-9ba9f6a3391f,WSC0000603,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"W.A. Weber",,,,,,,"Quetnin A.Baker",,1963-05-12,1963,5,12,132,,,,,,,,,,,,,,,,,,USA,Colorado,Gunnison,,,,,,,,,,,,,,,,,,,,,,,"2015-05-12 00:22:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1f2f1191-635c-4185-a719-9ba9f6a3391f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3232952
3232953,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,3baa9314-ed4e-4100-a1f1-e3bd6d974846,WSC0000605,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"W.A. Weber",,,,,,,"Mary E. Busey",,1939-06-07,1939,6,7,158,,,,,,,,,,,,,,,,,,USA,Colorado,Gunnison,,,,,,,,,,,,,,,,,,,,,,,"2015-05-12 00:22:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3baa9314-ed4e-4100-a1f1-e3bd6d974846,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3232953
3232954,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,f7fe9318-4eaa-4640-b723-896e3de8e7d0,WSC0000606,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"W.A. Weber",,,,,,,"Paul R. Ecklund",,1963-05-04,1963,5,4,124,,,,,,,,,,,,,,,,,,USA,Colorado,Montrose,,,,,,,,,,,,,,,,,,,,,,,"2015-05-12 00:22:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f7fe9318-4eaa-4640-b723-896e3de8e7d0,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3232954
3232955,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,e0132dd8-8473-4d47-8da5-7d0a2360024c,WSC0005878A,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"W.A. Weber",,,,,,,"Kim Vories",,1973-07-16,1973,7,16,197,,,,,,,,,,,,,,,,,,USA,Colorado,"Rio Blanco",,,,,,,,,,,,,,,,,,,,,,,"2015-10-23 14:02:35",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e0132dd8-8473-4d47-8da5-7d0a2360024c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3232955
3232959,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,9f0fab82-dd38-41b7-b7e0-595f26a2e8cd,WSC0000607,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"W.A. Weber",,,,,,,Kenoyer,,1949-07-17,1949,7,17,198,,,,,,,,,,,,,,,,,,USA,Colorado,Hinsdale,,,,,,,,,,,,,,,,,,,,,,,"2015-05-12 00:22:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9f0fab82-dd38-41b7-b7e0-595f26a2e8cd,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3232959
3232961,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,a4cef218-6737-407b-b024-9ed5e542bf8b,WSC0001886,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"W.A. Weber",,,,,,,"Wendell Ferguson",12,1965-06-02,1965,6,2,153,,,,,,,,,,,,,,,,,,USA,Colorado,Gunnison,,,,,,,,,,,,,,,,,,,"8500 feet",,,,"2015-05-12 00:22:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a4cef218-6737-407b-b024-9ed5e542bf8b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3232961
3235142,WSC,,,6945591e-1671-4cb0-a1bb-aea6802329d3,PreservedSpecimen,b0432938-22d5-4925-b2c5-5a0a6d151e07,WSC0009278,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,"Kevin  J. Taylor  Kevin J. Taylor",,,,,,,"Ronald L. Hartmann with Kevin J. Taylor",56515,1997-05-19,1997,5,19,139,,,,,,,,,,,,,,,,,,USA,Colorado,Delta,,"Northern Gunnison Basin:  Needle Rock, south and east slopes to north side, rock face, ca 3.5 mi NE of Crawford.  N1/4 S27. Boulder slopes and shrub  zone where soil developed..",,,,,,"T15S R91W S27",,,,,,,,,,,"6,900-7,300 ft.",,,,"2015-05-12 00:22:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b0432938-22d5-4925-b2c5-5a0a6d151e07,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3235142
10539506,MO,,MOBOT,120a109a-fef1-4ea6-b7d7-6a5f8f0e5c18,PreservedSpecimen,urn:catalog:MO:Tropicos:1637245,1637245,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"William E. Harmon|Pease|James W. Golden","Harmon 7267",1973-05-26,1973,5,26,146,,1973-5-26,,,,,,,,,,,,,,,,"United States",Colorado,Cheyenne,,"Roadside in sagebrush grassland with junipers on adjacent ridges. 1.4 Mi. Ne of mesa county line on us 6.",,,,,,,,,,,,1631,,,,,,,,,"2011-09-22 17:42:00",http://creativecommons.org/licenses/by/3.0/,"Missouri Botanical Garden",,urn:uuid:32886b16-738a-469e-850a-196a2501820c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10539506
10866217,MO,,MOBOT,120a109a-fef1-4ea6-b7d7-6a5f8f0e5c18,PreservedSpecimen,urn:catalog:MO:Tropicos:1637322,1637322,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"William E. Harmon|David B. Dunn|Mona I. Bolingbroke","Harmon 6582",1972-06-22,1972,6,22,174,,1972-6-22,,,,,,,,,,,,,,,,"United States",Colorado,Jefferson,,"Collection from s. Facing slopes of hill dominated by bitterbrush and mountain mahogany. 3.8 Mi. W. Of idledale on colo. 74.",,,,,,,,,,,,1951,,,,,,,,,"2009-11-18 09:40:00",http://creativecommons.org/licenses/by/3.0/,"Missouri Botanical Garden",,urn:uuid:de011409-4dfa-42f6-922d-8f5e22dd3126,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10866217
11343802,RENO,V,,e17877f2-e68c-45be-aea2-7aaa09fce8be,PreservedSpecimen,1c47eaf8-6ca8-4484-ab38-f9e76f576b61,77313,"NESH 59874",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"R.C. Rollins",7944,1979-05-23,1979,5,23,143,,,,"Knolls below rim-rock; chip rock and clay.",,,,,,flowering,,,,,,,,USA,Colorado,Grand,,"Just across Big Muddy Creek from Kremmling.",,,,,,,,,,,,2226,,,,,"7300 ft.",,,Mike,"2016-12-15 14:11:46",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1c47eaf8-6ca8-4484-ab38-f9e76f576b61,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=11343802
11343981,RENO,V,,e17877f2-e68c-45be-aea2-7aaa09fce8be,PreservedSpecimen,0d1e44cd-f5d1-4c9e-bd69-efaf089e9b58,77314,"NESH 60140",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"R.C. Rollins; K.W. Rollins",8120,1981-05-15,1981,5,15,135,,,"Petals erect; siliques erect with a deep sinus above and below.","Steep open hillside; oak-pine area.",,,,,,"flowering and fruiting",,,,,,,,USA,Colorado,"La Plata",,"SW outskirts of Durango.",,,,,,,,,,,,,,,,,,,,Mike,"2016-12-15 14:11:46",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0d1e44cd-f5d1-4c9e-bd69-efaf089e9b58,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=11343981
11344063,RENO,V,,e17877f2-e68c-45be-aea2-7aaa09fce8be,PreservedSpecimen,9c249754-ce72-415f-bc27-eb3b8f98141b,77315,"RENO 9435",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"I.W. Clokey; R. Duthie",3777,1920-06-24,1920,6,24,176,,,"Flowers collected 18 May; fruit 24 Jun 1920.","Dry hillsides.",,,,,,"flowering and fruiting",,,,,,,,USA,Colorado,Jefferson,,Golden.,,,,,,,,,,,,1730,,,,,"1730 m.",,,Mike,"2016-12-15 14:11:46",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9c249754-ce72-415f-bc27-eb3b8f98141b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=11344063
12596877,SDSU,SDC,,7b4f17b9-3058-4cc3-913e-eed0ded03bcf,PreservedSpecimen,fd6b7c2a-5ac1-42e2-be59-dc535253a28b,0012669,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,Collector,1990,,,,,,"Ronald L. Hartman",25834,1990-06-24,1990,6,24,175,,,,"Oak-juniper scrub community below; spruce, spruce-Douglas fir communities in canyon bottoms and sides above",,,,,,fruiting,,,,,,,,USA,Colorado,Garfield,,"Flat Tops/White River Plateau: Main Elk Creek from trailhead to just beyond confluence with Deep Creek, ca. 15 air mi NE of Rifle; T 4S, R 91W, Sec. 15; also Sec. 22 & 23 & 26.",,,,,,,,,,,,1707,1951,,,,"5600-6400 ft",,,amergen11608,"2016-12-07 12:33:54",http://creativecommons.org/licenses/by/3.0/,"South Dakota State University",,urn:uuid:fd6b7c2a-5ac1-42e2-be59-dc535253a28b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12596877
13731207,IND,,,28be2df2-5062-4277-a5d8-fdd890b9b10b,PreservedSpecimen,84165b86-13f0-4b13-a825-d7a4cd60a3b6,IND-0084241,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda subsp. osterhoutii",,Physaria,floribunda,subsp.,osterhoutii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,Grand,,,,,,,,,,,,,,,,,,,,,en,tfuentes,"2017-04-04 14:59:19",http://creativecommons.org/licenses/by-nc/3.0/,"The Trustees of Indiana University",,urn:uuid:84165b86-13f0-4b13-a825-d7a4cd60a3b6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13731207
11989969,CM,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,PreservedSpecimen,D14F2CBB-E8B1-4614-9EF4-8B29C37ED2CD,CM288343,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Young, J.",6,1982-05-06,1982,5,6,126,,"6 May 1982",,"dry banks of roadside & above stream, clay ground",,,,,,fl-fr,,,,,,,,"United States",Colorado,Mesa,,"along roadway to Vega Dam for several mi after turnoff road to Silt, E of Collbran",,,,,,",",,,,,,2195,,,,,"7200 ft",,,,"2005-04-04 00:00:00",http://creativecommons.org/publicdomain/zero/1.0/,"Carnegie Museum of Natural History",,urn:uuid:1921c520-606b-46ad-9e29-878a4282cbc5,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=11989969
12006536,CM,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,PreservedSpecimen,FA70515A-C1D1-49C3-9218-391E48ED056A,CM450080,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Duthie, R.; Clokey, I.W.",3775,1920-05-15,1920,5,15,136,,"15 May 1920",,"dry hill sides",,,,,,fl-fr,,,,,,,,"United States",Colorado,Douglas,,Wolhurst,,,,,,",",,,,,,1616,,,,,"1616 m",,,,"2005-04-04 00:00:00",http://creativecommons.org/publicdomain/zero/1.0/,"Carnegie Museum of Natural History",,urn:uuid:e0acb271-5aab-49e8-80ae-634b4a37dad8,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12006536
12006537,CM,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,PreservedSpecimen,F18C3BD9-D7EA-4489-B09A-D0A4C4B3A06F,CM450081,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Aborn, R.",s.n.,1964-09-09,1964,9,9,253,,"9 Sep 1964",,,,,,,,"fl,fr",,,,,,,,"United States",Colorado,Hinsdale,,"3.5 mi S of Lake City",,37.979251,-107.315334,WGS84,5560,",","David Newbury",,GEOLocate,,,2743,,,,,"9000 ft",,,,"2005-04-04 00:00:00",http://creativecommons.org/publicdomain/zero/1.0/,"Carnegie Museum of Natural History",,urn:uuid:f1baa42c-6427-4f44-a3b7-b54a0f49847d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12006537
13848554,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,5a07c60f-b9d9-4a4a-900f-df17c3f6405f,00200451,380696,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Vlad Siplivinsky",984,1981-05-23,1981,5,23,143,,"23 May 1981","Physaria floribunda Rydberg (pedicels reflexed; frts. w/out lower sinuses; lvs. irregularly toothed), det. W.F. Jennings, 25 Nov. 2003. Original ID: Physaria acutifolia Rydberg.","Pinyon-Juniper wood on sunny slope, rocky place.",,,,,,"Flr & Frt",,,,,,,,"United States",Colorado,Mesa,,"Grand Mesa National Forest boundary between Land's End Road and N fork Kannah Creek.",,38.9911582,-108.2715121,WGS84,1000,"T12S R97W SEC19","Allison Smith",Mapstedi,,,"I put the point between Land's End Road and N Fork Kannah Creek on a slope at 6500ft. AAS",1981,,,,,"6500 ft, 1981 m",,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f0c64c05-1225-454e-ba93-acb3a7c90900,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848554
13848579,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,dcfd6f41-095f-4f7b-8828-c53257b2f0e2,00200709,380294,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Vlad Siplivinsky",1032,1981-05-24,1981,5,24,144,,"24 May 1981","Physaria floribunda Rydberg (pedicels reflexed; frts. w/out lower sinuses; lvs. irregularly toothed), det. W.F. Jennings, 25 Nov. 2003. Original ID: Physaria acutifolia Rydberg.","Oak brush along stream. Loose sandy slope.",,,,,,"Flr & Frt",,,,,,,,"United States",Colorado,Mesa,,"Grand Mesa National Forest.",,39.0068843,-108.25637,WGS84,1000,"T12S R97W SEC17","Leslie Johnson",Mapstedi,,,"UTM used is at 6798 ft in T12S, R97W, S17. LJ I moved this to match spec # 43577 which had the same locality. RA",2073,,,,,"6800 ft, 2073 m",,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fe699c16-b28a-4fd5-9dd8-adf1aa0f08fa,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848579
13848595,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,787ad9f7-3c0a-4a3c-ac15-242b81b32b3d,00200865,391554,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"W. A. Weber; Hans Beck",17062,1983-08-02,1983,8,2,214,,"02 August 1983","Physaria floribunda Rydberg (pedicels reflexed; lvs. irregularly toothed), det. W.F. Jennings, 25 Nov. 2003. Original ID: Physaria acutifolia Rydberg.","Eroding road-banks.",,,,,,Frt,,,,,,,,"United States",Colorado,Montrose,,"Entrance highway to, but outside the boundaries of Black Canyon of the Gunnison National Monument; eroding road-banks above Bostwick Park.",,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:62607246-6be8-4a52-8e8b-7bfc1264349d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848595
13848661,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,085ad58e-f4d4-46e0-b04a-57373c4bbb1d,00201558,443945,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"John L. Anderson",89-127,1989-07-11,1989,7,11,192,,"11 July 1989","Physaria floribunda Rydb., det. W.A. Weber, June 27, 1995. Sinuses unequal, pedicels recurved!.","On roadcut in maroon arkosic strata of Minturn Formation (Pmb).",,,,,,"Flr & Frt",,,,,,,,"United States",Colorado,Fremont,,"9 mi N of Cotopaxi along Red Gulch Road.",,38.4998495,-105.6984761,WGS84,500,"T49N R12E SEC18 SW¼","Allison Smith",Mapstedi,,,"I put the point in the SW 1/4 of the TRS given along Red Gulch Road at elevation given 9 mi. N of Cotopaxi. AAS",2560,,,,,"8400 ft, 2560 m",,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7b5f8c96-d890-4d94-b849-05a175e60741,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848661
13848662,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,fef9abef-3a22-4e18-8095-6ee834d5ad81,00201566,440834,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"John Anderson",86-105,1986-07-12,1986,7,12,193,,"12 July 1986","Physaria floribunda Rydb., det. W.A. Weber, June 27, 1995.","On outcrops of Creede Formation, Tertiary tuffaceous sandstone, with Pinus aristata and Artemisia frigida.",,,,,,"Flr & Frt",,,,,,,,"United States",Colorado,Mineral,,"0.6 mi S of Creede along Hwy 149.",,37.8406084,-106.91944,WGS84,1000,,"Leslie Johnson",Mapstedi,,,,2682,,,,,"8800 ft, 2682 m",,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a4b3faf4-7f2d-4c3e-a147-0968116323f7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848662
13848663,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,9137b8f4-8bfa-4717-884b-591670dfd1d8,00201574,71807,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Reed C. Rollins",5186,1951-07-12,1951,7,12,193,,"12 July 1951","Physaria floribunda Rydb., det. W.A. Weber, June 27, 1995.","Talus slope and rock crevices, sagebrush association.",,,,,,Frt,,,,,,,,"United States",Colorado,Saguache,,"31 miles SE of Gunnison.",,38.397834,-106.422545,WGS84,5000,,"Ryan Allen",Mapstedi,,,"I plotted the UTM 31 miles southeast of Gunnison along HWY 50 which matches the elevation better than 31 miles due southeast of Gunnison. RA",2591,,,,,"8500 ft, 2591 m",,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2db5e8d0-e048-4485-b54d-9684faeb94f7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848663
13848664,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,65a9252a-bfc6-414b-bb24-b4e15486e8f7,00201582,13846,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"B.K. Stewart",124,1939-06-16,1939,6,16,167,,"16 June 1939","Physaria acutifolia Rydb, det. W.A. Weber, 1947. / Physaria floribunda Rydb., Very immature but mature plants from the same area belong here, det. W.A. Weber, June 27, 1995.","Festuca hillside, talus slope. SW exposure, Common.",,,,,,Flr,,,,,,,,"United States",Colorado,Mineral,,"Near Wagon Wheel Gap.",,,,,,,,,,,,2652,,,,,"8700 ft, 2652 m",,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bb76386f-a53f-40f2-ac03-3e4d077c5f81,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848664
13848665,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,e2685719-b2d6-40fd-a31a-1008c4936843,00201590,13848,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Francis Ramaley",16567,1938-07-23,1938,7,23,204,,"23 July 1938","Physaria acutifolia Rydb, det. W.A. Weber, 1947. / Physaria floribunda Rydb., det. W.A. Weber, June 27, 1995.","Disturbed ground along old road.",,,,,,"Flr & Frt",,,,,,,,"United States",Colorado,Mineral,,"Wason near Creede.",,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4c446109-0949-4311-825a-ba3d0bf7ac8c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848665
13848666,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,ef31793c-c174-4910-89ea-ca01eabbd642,00201608,57612,Plantae,Magnoliophyta,,Brassicales,BRASSICACEAE,"Physaria floribunda",Rydb.,Physaria,floribunda,,,,,,,,,,"Marion Ownbey; Gerald B. Ownbey",3042,1946-07-16,1946,7,16,197,,"16 July 1946","Approaching Physaria floribunda Rydb, det. G.A. Mulligan, Dec. 1966. / Physaria floribunda Rydb., det. W.A. Weber, June 27, 1995. Original ID as Physaria australis (Payson) Rollins.","Rocky, gravelly, road cut.",,,,,,Frt,,,,,,,,"United States",Colorado,Mineral,,"14 mi SW of Creede.",,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-29 15:27:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:468f389b-1b9d-4270-89ad-e67b0f9d7d7c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=13848666
