id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
19987690,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,26c75042-2bd3-4012-9100-33d499b24ef6,3188216,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"S. L. Welsh",23364,1985-05-10,1985,5,10,13,13,"10 May 1985",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Garfield Co.",,"Atwell Gulch Member, Wasatch Fma., road cut",,39.3747,-108.1662,WGS84,,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,1585,,,,,"5200 ft",,en,,"2020-02-26 11:50:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cabe5ac2-af63-4d95-8bf2-e42422bfe6ab,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19987690
19988823,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,523924cc-7f87-4751-a415-fc3bc195a560,3188200,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"C. F. Baker",38,1901-06-06,1901,6,6,15,15,"06 Jun 1901",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montrose Co.",Cimarron,,,38.442488,-107.556725,WGS84,3036,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,2103,,,,,"6900 ft",,en,,"2020-02-26 11:51:30",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:51f25fbf-216c-4070-805f-fb81fc0ead30,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19988823
19991053,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,70c4e44a-1820-4042-b0b9-d95888947f01,3188225,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Rollins",8368,1983-06-18,1983,6,18,16,16,"18 Jun 1983",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Saguache Co.",,"Roadside in talus of road-cut, U. S. Hwy. 50, 26 miles E of Gunnison",,38.544837,-106.44337,WGS84,33934,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,,,,,,,,en,,"2020-02-26 11:52:06",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d7e26aec-7c6d-4d5d-9d8b-51b7acab3bc0,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19991053
19991058,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,06965e22-bcc8-4261-98a0-322df2da9830,3188204,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Rollins",8377,1983-06-18,1983,6,18,16,16,"18 Jun 1983",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Gunnison Co.",,"Steep hill-side, near State Route 92, 1 mile NW of Blue Mesa Dam",,38.463496,-107.347441,WGS84,2023,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,,,,,,,,en,,"2020-02-26 11:49:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ac36a7a4-e38d-45bc-8818-7f0f77cd4827,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19991058
19991060,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,24c7d547-7a95-4613-bf32-f30fe3a95a0c,3188212,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Rollins",8378,1983-06-18,1983,6,18,16,16,"18 Jun 1983",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montrose Co.",,"Steep hillside in loose granitic soil, State Route 92, 26 miles N of Blue Mesa Dam",,38.830187,-107.33435,WGS84,32751,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,,,,,,,,en,,"2020-02-26 11:50:31",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9c5650c7-7609-4ab9-8523-f482fccd9330,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19991060
19991641,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,76f83a28-1597-4f41-b76b-344978624f3b,3188220,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. L. Hartman",79261,2004-07-07,2004,7,7,18,18,"07 Jul 2004",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Grand Co.",,"Along Colo Hwy 9, 0.3 road mi N of Summit County line; 2 air mi NW of Green Mountain Reservoir",,39.9187,-106.33,,,,,,,,,2363,,,,,"7754 ft",,en,,"2020-02-26 11:52:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:aa047755-07f9-4cb6-9b3b-c4a6286c382d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19991641
19992333,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,45734e52-a21a-4d26-ab57-89af37de8433,3188203,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"G. A. Mulligan",2769,1963-06-19,1963,6,19,17,17,"19 Jun 1963",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Grand Co.",,"4 miles north northwest of Kremmling",,,,,,,,,,,,2179,,,,,"7150 ft",,en,,"2020-02-26 11:51:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6cc695ed-032c-4698-a6b3-1d4b18089bfe,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19992333
19993483,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,9f5f053f-02c0-43e1-bc9d-5c1a4dce782c,3188219,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Barneby",13024,1931-06-02,1931,6,2,15,15,"02 Jun 1931",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montrose Co.",,"10 mi NE of Montrose on Black Canyon Rd",,38.580761,-107.745223,WGS84,12133,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,2210,,,,,"7250 ft",,en,,"2020-02-26 11:53:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4d3e99af-f8a6-4fda-aff3-f7544e0193e4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19993483
19995672,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,18a82a20-40a0-4c4a-825a-72c381f94bfc,3188217,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"S. L. Welsh",23381,1985-05-11,1985,5,11,13,13,"11 May 1985",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Mesa Co.",,"Ca 3 mi NE of jce of Plateau Creek and the Colorado River",,39.2159,-108.2406,WGS84,,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,1707,,,,,"5600 ft",,en,,"2020-02-26 11:50:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:49aac4ec-0e02-481b-8f0d-7ae298b52ee3,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19995672
19996069,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,7fc9027d-f419-4ac7-b2d4-bb6bdc4f2fe8,3188199,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. L. Hartman",66817,2000-05-23,2000,5,23,14,14,"23 May 2000",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Eagle Co.",,"Hardscrabble Mountain Area, West Slope Continental Divide: BLM Road 110, ca 4 air mi SE of Eagle. NW1/4 S23 .",,39.6033,-106.7701,WGS84,,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,2210,2347,,,,"7250-7700 ft",,en,,"2020-02-26 11:52:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e0fcd568-eff2-4b10-8f27-4349751abff1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19996069
19996262,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,530e3be2-e41b-45b8-beb3-a708a328ee1d,3188190,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"M. Ownbey",3042,1946-07-16,1946,7,16,19,19,"16 Jul 1946",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Mineral Co.",,"Road cut, 14 miles southwest of Creede",,,,,,,,,,,,,,,,,,,en,,"2020-02-26 11:51:31",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2c2d209c-9545-4037-b7f8-29c19ac9263d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19996262
19996427,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,56f3e491-1d24-4b91-bc99-68445364d862,3188211,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Rollins",8380,1983-06-18,1983,6,18,16,16,"18 Jun 1983",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Montrose Co.",,"Clayey hillside, off State Route 92, 2 miles S of Maher",,38.615993,-107.58478,WGS84,6033,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,,,,,,,,en,,"2020-02-26 11:51:36",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:203a4569-57e9-47b2-bbfe-68819efdee8f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19996427
19996578,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,d45ab879-30b3-4eee-938d-7407cb9f11f9,3188194,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Rollins",51104,1951-07-13,1951,7,13,19,19,"13 Jul 1951",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Hinsdale Co.",,"Near Lake Fork of the Gunnison River, 5 miles north of Lake City",,38.102491,-107.315334,WGS84,8294,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,2591,,,,,"8500 ft",,en,,"2020-02-26 11:54:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1848980e-a6d1-4a14-add0-d13f5b144456,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=19996578
20005654,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,22c1cb35-f563-4ae8-aa9a-e2b353070086,3188188,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"C. L. Porter",2823,1941-05-10,1941,5,10,13,13,"10 May 1941",,,,,,,,,,,,,sheet,"United States of America",Colorado,,,"Two miles north of Rifle",,39.563692,-107.78312,WGS84,7918,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,,,,,,,,en,,"2020-02-26 11:50:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:100318e3-91f0-4b92-ae7b-6f0740d44037,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20005654
20006136,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,45a10fbc-a521-4a52-9dfb-b69709a374e2,3188210,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"L. C. Higgins",1484,1968-06-03,1968,6,3,15,15,"03 Jun 1968",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Garfield Co.",,"Ca. 15 miles west of Rifle, in a road-cut",,,,,,,,,,,,,,,,,,,en,,"2020-02-26 11:51:16",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8fed8263-8334-4c11-bbe0-c7ff90085150,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20006136
20006211,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,ac50ff51-cb8a-4570-943a-d693cb48aab2,3188222,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"G. A. Mulligan",2751,1963-06-16,1963,6,16,16,16,"16 Jun 1963",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Ouray Co.",,"7.5 miles south southeast of Colona",,,,,,,,,,,,2030,,,,,"6660 ft",,en,,"2020-02-26 11:53:43",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:77147500-c6ae-4692-a2f5-fbe578286366,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20006211
20007096,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,f8beac0d-cb04-4a1d-a81d-bb96aff98c14,3188201,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"F. E. Clements",160,1896-00-00,1896,0,0,,,1896,,,,,,,,,,,,,sheet,"United States of America",Colorado,"Summit Co.",Ruxton,,,,,,,,,,,,,,,,,,,,en,,"2020-02-26 11:55:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c6b8a453-3cd2-4c43-9fee-47ffa7714c9b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20007096
20008894,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,87e658ef-220d-46b1-b9c0-b1a59210d744,3188197,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"P. A. Rydberg",6136,1900-06-07,1900,6,7,15,15,"07 Jun 1900",,,,,,,,,,,,,sheet,"United States of America",Colorado,,,"Sangre de Christo Creek",,37.491341,-105.338869,WGS84,20122,,,"Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2019); Manis Georef. Calculator",,,2700,,,,,"8858 ft",,en,,"2020-02-26 11:52:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:44249252-23d5-4372-96c3-911b8b91edd2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20008894
20008964,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,f0fa7ae8-6153-48d7-9ba8-ffdaf2dd592a,3188191,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"S. L. Welsh",6239,1967-06-14,1967,6,14,16,16,"14 Jun 1967",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Garfield Co.",,"South-facing clay slope, in atriplex-juniper community, ca. 5 miles west of Rifle, along U.S. Highway #6.",,39.534664,-107.877093,WGS84,10645,,,"GEOLocate Web Application","GEOLocate Batch Processing Tool",,,,,,,,,,en,,"2020-02-26 11:55:11",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:015bd231-c4e8-4cea-87df-12ddfe5ef78c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20008964
20009005,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,edf6a934-21b6-40d9-92ca-21aeb36ba71f,3188221,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"E. Foley",6949,2004-06-05,2004,6,5,15,15,"05 Jun 2004",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Grand Co.",,"Williams Fork Mountains: Lawson Ridge: ca 6 air mi SE of Kremmling and ca 7 air mi NNW of Green Mountain Reservoir","N40.0002 W106.3406 to N39.9821 W106.3379.",39.9931,-106.3341,WGS84,,,,"GEOLocate Web Application","GEOLocate (Tulane University Museum of Natural History)",,,2368,2682,,,,"7770-8800 ft",,en,,"2020-02-26 11:55:06",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:abca600d-0e6f-4c96-8394-4ac9bed6a869,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20009005
20016264,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,67747f76-fa88-4e88-9a28-749814e87fb4,3188196,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R. C. Rollins",7942,1979-05-23,1979,5,23,14,14,"23 May 1979",,,,,,,,,,,,,sheet,"United States of America",Colorado,"Routt Co.",,"Black shale and clay, roadside cut, Colorado Highway 134 between Toponas and Kremmling, 3 miles west of Kremmling",,,,,,,,,,,,,,,,,,,en,,"2020-02-26 11:51:56",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:48289709-5ee9-4eba-a6a9-05289b7ac329,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20016264
20192337,ASC,,,17a53c97-835b-409e-8a9a-c9a7307a4965,PreservedSpecimen,2b467f15-0e49-4431-846a-a4b15b7243a7,ASC00053284,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Utah,Kane,,,,,,,,,,,,,,,,,,,,,en,ajh486,"2019-11-13 17:00:15",http://creativecommons.org/licenses/by/3.0/,"Deaver Herbarium",,urn:uuid:2b467f15-0e49-4431-846a-a4b15b7243a7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20192337
20404934,UTEP,"Plant specimens",,e7d46432-f08c-413d-8294-704fc99302d3,PreservedSpecimen,http://arctos.database.museum/guid/UTEP:Herb:25055?seid=4059531,UTEP:Herb:25055,"collector number=2391",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,"Bryan E. Dutton",1984-06-08,,,,A,,"Collector(s): Bryan E. Dutton, unknown",2391,1984-06-08,1984,6,8,160,160,"08 JUN 1984",,,,,,"verbatim collector=various collectors",,,"wild caught",,,1,"whole organism","United States","New Mexico","Taos County",,"Sangre de Christo Mountains, Capulin Canyon","SE 1/4 Sec. 19, T25N, R14E, Sangre De Christo Mountains.",,,,,,"Bryan E. Dutton",,,unverified,,2423,2454,,,,,,en,,"2019-09-16 17:18:08",http://creativecommons.org/publicdomain/zero/1.0/,"University of Texas at El Paso","CC BY",urn:uuid:c68fe03b-493a-4e85-ad1f-3a47de233ef1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=20404934
21092565,SJNM,,,c8f35b21-bd08-49a4-97a8-4328d4a0e1d9,PreservedSpecimen,6fb7d2f5-2fe1-4850-a742-1e0dc791c845,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,"O'Kane, Jr., Steve L.",2005,,,,,,"Vasey, G.",,,,,,,,,"Almost certainly mislabeled. Probably from same collection as the collection (Powell's Colorado Exploratoryt Expedition.",,,,,,,,,,,,,"United States",Illinois,,,,,,,,,,,,,,,,,,,,,,,heil,"2019-01-02 21:52:29",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6fb7d2f5-2fe1-4850-a742-1e0dc791c845,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21092565
21209617,FLD,,,815eb8f4-831d-40e7-82dc-a2b5699b04ee,PreservedSpecimen,5eb9d7d5-aeaa-4c6e-a934-3c18297271ea,FLD0014369,014477,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,"O'Kane, Jr., Steve L.",2005,,,,,,"Heil, Kenneth D.; Porter, J. Mark",5432,1989-06-07,,,,,,,,"Sagebrush Community.",,,,,,,,,,,,"United States",Colorado,Gunnison,,"Ca 19.5 miles east/southeast of Cimarron. Ca .25 mile south/southwest of Red Bridge. Hillside.",,38.3255,-107.2288,WGS84,300,"TRS: T47N R3W sec 17 SE 1/4",,,GeoLocate,,"TRS calculation",2408,,,,,7900ft.,,,rmccauley,"2019-02-15 18:24:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5eb9d7d5-aeaa-4c6e-a934-3c18297271ea,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21209617
21359292,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,0575ab20-6d2c-4c27-b249-d3f41ced4a78,01977529,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,,,,,,,,,,"Imager: Tara Templeman; Date: 10/3/2017",,,,,,,,,,,,,"United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,,"2019-01-08 14:26:14",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:268eb818-5e63-4976-b854-4a4ad9949c9b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21359292
21359293,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,2ee8bc01-d11b-4fbc-a0ea-eef1a7c6f8cd,01977537,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,,,,,,,,,,"Imager: Tara Templeman; Date: 10/3/2017",,,,,,,,,,,,,"United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,,"2019-01-08 14:26:14",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0546cae9-867e-4c21-ae55-230964a46c7e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21359293
21821467,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a15d46fe-2d14-4938-a0c1-93069843db36,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Melissa Islam; Pam Regensberg; Ruthie Johnson",12-11,2012-05-01,2012,5,1,122,,5/1/2012,"Flora of Colorado; frequent","On steep slope in sparse Juniper-Ephedra shrubland.",,,,,"Ephedra viridis; Juniperus osteosperma","flower and fruit",,,,,,"United States of America",Colorado,Mesa,,"Ca. 3.25 miles southwest of De Beque. West of Pyramid Rock, ca. 40' west of V2/10 Rd.",,39.305045,-108.276866,WGS84,,,,,,,,1552,,,,,"5092 ft",,,,"2019-05-24 16:25:07",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:a15d46fe-2d14-4938-a0c1-93069843db36,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21821467
21978350,GREE,,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15e678-33a6-11e4-8223-36603f1ccdb1,4714,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda floribunda",,,,,,,"Harmon, W. E.",2010-11-29,,"Originally labeled: Physaria floribunda Rydb.\\n\\n! Det. W.F. Jennings Nov. 2003, GREE.",,,,"Harmon, W. E., Pease & Golden",7267,1973-05-26,1973,5,26,146,,,,"Roadside in sagebrush-grassland with junipers on the adjacent ridges.",,,,ft.,,Flower,,,,,,U.S.A.,Colorado,"Garfield County",,"1.4 Mi. NE of Mesa Co. line on US 6.",,39.378961,-108.148128,,,,,,,,,,,,,,53505350,,,,"2019-07-17 16:11:41",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:34ff9286-724e-44b1-9aa9-aef85e2abd80,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978350
21978351,GREE,,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15e8b2-33a6-11e4-8223-36603f1ccdb1,4715,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda floribunda",,,,,,,"Hartman, R.L.",2010-11-29,,"Originally labeled:Physaria floribunda Rydb.\\n\\n! Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Hartman, R.L., Kevin J. Taylor",56515,1997-05-19,1997,5,19,139,,,,,,,,ft.,,,,,,,,U.S.A.,Colorado,"Delta County",,"Northern Gunnison Basin, ca. 7-8 air mi. E to ESE of Hotchkiss",,38.766695,-107.605023,,,"T14S R91W S32, E1/2",,,,,,,,,,,68808160,,,,"2019-07-17 16:11:41",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b66331b9-abbf-4203-bdae-9522acce2ca4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978351
21978352,GREE,,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15eae9-33a6-11e4-8223-36603f1ccdb1,4716,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda floribunda",,,,,,,"Brasher, J.",2010-11-29,,"Originally labeled: Physaria floribunda Rydb.\\n\\n! Det. W.F. Jennings, Nov 2003, GREE.",,,,"Snow, N.",8229,2001-05-18,2001,5,18,138,,,,"Pinyon pine-Juniper slopes.",,,,m,,Flower,,,,,,U.S.A.,Colorado,"Eagle County",,"County Road 51, 0.7 mi N from Exit 140 off of Interstate 70 in Gypsum.",,39.65685272,-106.9542923,,,,,,,,,,,,,,19501950,,,,"2019-07-17 16:11:41",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7609c40a-f5ca-4237-8664-70e4178c8dc0,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978352
21978353,GREE,,,51547090-7156-4ef1-ace5-7e54fd1a8e22,PreservedSpecimen,3a15ed19-33a6-11e4-8223-36603f1ccdb1,4717,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda floribunda",,,,,,,"Grey, W. F.",2010-11-29,,"Physaria Floribunda Rydberg, Det. W.F. Jennings, Nov. 2003, GREE.",,,,"Grey, W. F.",1257,1981-06-23,1981,6,23,174,,,,,,,,,,Fruit,,,,,,U.S.A.,Colorado,"Delta County",,"Smith Fork Canyon; northern slope, above bridge.",,38.736607,-107.821871,,,,,,,,,,,,,,,,,,"2019-07-17 16:11:41",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d6a70cef-7be7-4666-936d-09099924e3bc,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=21978353
